,tweet,label
2534,"In Eléonore Hamelin’s film “Quiet No More,” the Reverend Sharon Risher, Collier’s sister, whose mother and two cousins were killed in the attack, describes her loss

#TalkDeath #DeathPositive #Grief #Documentary

https://t.co/Aj9zBmCt0L",1
2535,"@GovParsonMO why are nursing homes being under resourced in terms of PPE, testing &amp; staffing resources when residents are the most vulnerable among us.  The caregivers are overworked &amp; unnder protected.  Look at the numbers,  it's clear that measures are not sufficient. https://t.co/TnpQdP0tEb",1
2536,"Hey @AppleSupport @Apple, what is the best way to disinfect your phones? Since you say that people shouldn't use Isopropyl Alcohol, and we need a way to clean for viruses.",1
2537,"@mkraju If they had removed Trump when they had the chance, Pence probably would have listed to the CDC and acted.

Maybe it's tragic that they're infected, but it also looks a little like karma in action.",1
2538,"Oh fuck, here we go. Another boomer bashing tirade. Hello! COVID-19 kills young people too and can make them very sick - it isn't just the older people who are preventing you from getting your precious nails done, it's VULNERABLE people at any age, including kids with asthma etc! https://t.co/iEYf9VXx91",1
2539,"Due to multiple #outbreaks of #COVID19 among meat and poultry processing #facility workers, the @CDCgov has released #guidance to increase the health and safety of the facilities’ #criticalinfrastructure workers and employers.
📖Read the guidance here: https://t.co/QKstRGQDDa",1
2540,Governor Cuomo announces subway service will be stopped everyday from 1AM-5AM to disinfect/clean cars every single morning. This is going to be a challenge. #NYC,1
2541,COMMENTARY: COVID-19 Data Dives: Volunteering to Get Coronavirus? https://t.co/2W1tEkGdWo,1
2542,COVID-19 Vaccine: Latest Updates https://t.co/MvohVWqFba from @WebMD,1
2543,Med-Lake Laboratory in Milledgeville has been open for less than two years but now it’s on the frontlines of #COVID19 testing. Proud of the work they are doing as we continue to ramp up testing. https://t.co/xEdEDwcTw7 #gapol #gasen,1
2544,"The checklist to pack and store your household goods.
https://t.co/3RvPwZK0wg
#packers #householdgoods #cloudpackers #warehouse #howtopack #storage https://t.co/esVs5XF04t",1
2545,If love is a lie then why do we need it?,1
2546,"Interacted with media on the issue of Corona Virus (Covid-19) outbreak along with prominent Doctors of Amravati city. In these crucial times, the interaction between doctors and media is necessary in order to ensure that correct and useful information reaches the general public. https://t.co/VIwOA70iHW",1
2547,An #IRS free online tool is designed to help people with very low income sign up for Economic Impact Payments. Americans experiencing homelessness are urged to use this feature: https://t.co/qnbXiqZkHt #COVIDreliefIRS https://t.co/4knodPCGNE,1
2548,Here's Why COVID-19 Can Spread So Easily at Gyms and Fitness Classes https://t.co/FrbTZP7slq via @healthline,1
2549,"Face masks critical in preventing spread of COVID-19 : Study found that wearing a face mask stopped person-to-person spread of the virus
https://t.co/KUExEBAD5m",1
2550,Limited Reopenings at Many National Parks https://t.co/pcTJZEpxm6,1
2551,@MattDoran91 Wondering how the veterans who have been asking for more support feel about this? #auspol,1
2552,Non PhDs and MDs debating whole whether to be called a doctor is funny af.,1
2553,".@CDCgov confirms a second case of the Wuhan coronavirus in the U.S. #nCoV2019
https://t.co/L4uSduQ83o",1
2554,"surrounding for us both. GDPR protects your confidentiality, without a written consent form I’m bound not to discuss what we speak about with another but should you discuss, that’s your business. #Joseph called me this morning and he said that he’s (7/27)",1
2555,"Happy Memorial Day from Covidland! Now do me a favor and please control yourself. 

If you've locked yourself up for the last three months and now are just deciding to go out or learning… https://t.co/p7Cp2QJzNH",1
2556,"Older residents &amp; people with disabilities can save money without leaving home! 
#NJSave is an online application that can help you save money on: 
🩺Medicare premiums
💊prescription costs
💵 and other living expenses. 
💻To begin applying today, visit: https://t.co/8uqNYLVwFs https://t.co/IJWHtzszDq",1
2557,"An Approach for Monitoring and Evaluating Community Mitigation Strategies for COVID-19. 
Photo Credit: Globa... https://t.co/kJpsMIYyzM",1
2558,COVID-19 Cases Rebound Across the South and West https://t.co/zUQMsOTgcX from @WebMD,1
2559,"#Chloroquine, Zinc Tested to Block COVID Infection now trending on Monkey Viral - https://t.co/IbpygQFhAk",1
2560,McLennan County Commissioners continue to discuss how to prevent the rapid spread of COVID-19 in Central Texas. @EmilyKayeWX shows us what was decided in today's meeting https://t.co/3wDPlxnIcE #fox44tx https://t.co/m0XtNM9ZSr,1
2561,"Thank you to Lois who is a UA grad, military veteran, and member of the Tucson community who is giving local police departments thank you cards to express her support to law enforcement. Thank you for your support Lois. https://t.co/XnhOhtltYL",1
2562,Open Burning during the COVID-19 Pandemic https://t.co/2n5rNfEcTe,1
2563,"The World Health Organization reminds public to remain vigilant through Mr Bean’s Essential COVID-19 Checklist, 

Public Service Announcement reminds people about the importance of
washing hands, physical distancing and showing kindness 
The... ,https://t.co/YNMC4LWCRd https://t.co/FMNFwn1w1e",1
2564,"Firings, Furloughs, and Pay Cuts in Advance of COVID-19 Surge https://t.co/hlT9U5vWtz",1
2565,I #StayHome for the kids and other at-risk populations. Thanks for your commitment @DrHalMD !! https://t.co/FwSe4LOIBK,1
2566,Face masks critical in preventing spread of COVID-19 https://t.co/3uZicbNkCJ via @medical_xpress,1
2567,"(LIVE) One World: Together At Home | Global Special (Main Show) https://t.co/FyfEW8bMlf @YouTubeさんから
#One World#Together At Home#keith urban",1
2568,COVID Surges Among Young Adults https://t.co/Uz0i7aqcwI cc:https://t.co/WExsUUsMft,1
2569,"وحدة مكافحة العدوى وصحة البيئة في #المستشفى_الجامعي تواصل تحديث القياسات المناسبة لكمامات الممارسين الصحيين وموظفي المستشفى
Infection Control &amp; Environmental Health Unit at #KAUH continues updating the fitting tests for the health practitioners and staff of the hospital https://t.co/on9fybemqx",1
2570,"WHO Director-General’s Statement on IHR Emergency Committee on Ebola Virus Disease in the Democratic Republic of the Congo
https://t.co/OeAN93c9q9 https://t.co/XoMI9XBDmS",1
2571,Key Strategies to Prepare for COVID-19 in Long-term Care Facilities (LTCFs) https://t.co/48GshzJWiv https://t.co/j6AWmIx6P5,1
2572,"@rpwooley We also request all customers to wear a mask while shopping in our stores – or alternatively use our ecommerce services. In locations where masks are mandated, we support the local ordinance and are making every reasonable effort to encourage compliance. 2/3",1
2573,"Recién acaba de ser publicado el estándar NEMA GD 4-2000 ""COVID-19 Cleaning and Disinfecting Guidance for Electrical Equipment"". Se puede descargar gratuitamente en la dirección https://t.co/88GGx4bIbh",1
2574,"HHS Delivers Funding to Expand Testing Capacity for States, Territories, Tribes | CDC Online Newsroom. 
Phot... https://t.co/vTxg7kWPl6",1
2575,"UPDATE:  New Mexico reports 104 new COVID-19 cases (3,513) and eight more deaths (131).  County-by-county breakdown:

21 - Bernalillo
1 - Chaves
11 - Cibola
3 - Doña Ana (147 total)
37 - McKinley
4 - Rio Arriba
7 - Sandoval
16 - San Juan
1 - Socorro
1 - Taos
2 - Valencia",1
2576,Coronavirus News: What's Happening with the COVID-19 2020 Outbreak https://t.co/eCXodtMJaH from @WebMD,1
2577,CDC to Screen for Novel Coronavirus at Three US Airports https://t.co/R04Ot1YFi8,1
2578,"Friday’s the last day of school. The last 100+ days has been hard and now a summer without day camps is just mean.

If you work with a parent there’s a good chance they’re are feeling defeated and hopeless as well this week. Be considerate.",1
2579,"""A one apple can prevent you from getting sea sick,trust me mate!""",1
2580,"Please call 316-283-6103 if you have questions or concerns.  These test sites will be active Monday-Friday from 9AM until 12PM, weather permitting. 

For more information and resources about COVID-19, visit: https://t.co/stjn5h5bg7",1
2581,"&amp;#039;Psychological Distress&amp;#039; Has Tripled in U.S. During Pandemic, Survey Shows  #digestive https://t.co/1eG6W5HI3u",1
2582,Stress About COVID-19 Keeping You Awake? 6 Tips for Better Sleep https://t.co/Lt54jZQQTP https://t.co/DtBuTaz8Wf,1
2583,"Missouri Governor Parson announced in his daily press briefing Monday that the state has been working since last week to locate buildings to use as, “alternative care sites.” Kansas City HyVee Arena &amp; Independence Silverstein Center Named As Options: https://t.co/VJju5f2yhJ https://t.co/71cpsGRxjJ",1
2584,"The main difference between a whole blood and a plasma donation is the collection method called apheresis.

Learn more at https://t.co/y5B1amml4J

#PlasmaForLife https://t.co/QCQHz2hrWB",1
2585,How Coronavirus Mutates and Spreads https://t.co/L8pwsRhDJf,1
2586,What to do if you are sick? Helpful advice from Centers for Disease Control &amp; Prevention. #COVID19 #MarbleFalls #Burnet #Kingsland #community https://t.co/0RSSyHNWsa https://t.co/i5LOQ2CkD4,1
2587,‘Larger Than Life’ Physician Stephen Schwartz Dies of COVID-19 https://t.co/DhzgFLVdeG,1
2588,"""The Emerging Economies University Rankings 2020 suggests that real progress is being made by a number of institutions in a number of metrics across our robust methodology, and could mark an exciting turning point for Indian higher education, enabled in part by the Institutes of",1
2589,Health News :  COVID-19 and the Science of Social Distancing: One expert suggests that if… https://t.co/I74w3xecN6,1
2590,"@Geoff_Shannon @chrislhayes But we aren't talking about N-95s here, we are talking about cloth face coverings. If people had simply been advised to wear bandanas for a few weeks tens of thousands of lives would have been saved.",1
2591,"@benparry23 @antneal @LadsAlex @Ladbrokes @stokecity It was a bad tackle and I'm sure Shawcross didn't go out to break his leg (prob just a tough hit) but it's the fans themselves. For the Audacity of deciding to have his leg broken. Ramsey gets booed by the Stoke fans and they sing Arron Ramsey, he walks with a limp! SCUM.",1
2592,The Most Effective Ways to Kill Coronavirus in Your Home - WebMD https://t.co/H9hre6BnWj,1
2593,COVID-19 Fallout: Tons of Trash https://t.co/iKltGlZPDq,1
2594,"Kass chose a nice quiet spot in her secret garden to meditate in. Sorrow and grief overwhelming her; the loss too much today.
She needed time alone. Time to think. Time to sort out her emotions and magic before it explodes.

The last thing she wanted was to lose another child.... https://t.co/QIVvHQNPRj",1
2595,"Individual response to COVID-19 ‘as important’ as government action
https://t.co/QJ7aypM26m https://t.co/JiMzx29idt",1
2596,Super-potent human antibodies protect against COVID-19 in animal tests https://t.co/qKrtx0bSvs,1
2597,"This is some real good news! ✨
UBC-led study finds trial drug can significantly block early stages of COVID-19 in engineered human tissues - UBC Faculty of Medicine https://t.co/0KE1NYxQSH",1
2598,#beatthebug Considerations for Travelers-Coronavirus in the US https://t.co/wBvw3tw63W,1
2599,"U-M photography students document their lives in quarantine, with guidance from Pulitzer Prize winning professor ⁦@DavidTurnley⁩. A truly extraordinary watch from ⁦@UMich⁩ ⁦@UM_Stamps ⁦@UmichRC⁩ 👏🏼 👏🏼 #Covid_19  https://t.co/n4fArDSBFe",1
2600,A Joint Statement on Tourism and COVID-19 - UNWTO and WHO Call for Responsibility and Coordination https://t.co/eKeotJlqju,1
2601,"""How the coronavirus mutates and spreads""  https://t.co/DLm8iULZrv",1
2602,COVID-19: Psychiatric Patients May Be Among the Hardest Hit https://t.co/t2lhC4FEwl,1
2603,"Best of – Headline of the Day:  Depression, Anxiety, PTSD May Plague Many COVID-19 Survivors  https://t.co/qsuL4fwxs3",1
2604,One World: Together At Home’ Global Special To Air On DStv And GOtv https://t.co/kykMqZKlCE,1
2605,And then there were rumors spread by the Yts that I was a new school Hitler and I had hits on me but that ain’t stop me. The black ppl were moving in and everyone else was loving out and 15 years after the humble purchase of one town I had created a place where systemic racism..,1
2606,"Best #misleadingcovidheadline ever? ""Bad News – Coronavirus Infects Cells of the Intestine and Multiplies There."" Article: “We don’t yet know whether SARS-CoV-2, present in the intestines of COVID-19 patients, plays a significant role in transmission.""https://t.co/6ugqSo0OfH",1
2607,"Yeah
Caring for children https://t.co/7LBMBfuiJJ",1
2608,How are your high school students coping with uncertainty and grief surrounding cancellations due to COVID-19? Use this video from @AbovetheNoise to prompt a discussion about how the Coronavirus is impacting daily life. https://t.co/1KBWeLe41Q,1
2609,IDXG we have acquired and installed processing equipment to perform serology antibody ELISA testing for COVID-19  $IDXG https://t.co/ABmyNXTuSs,1
2610,"Social distancing and quarantine may come with concerns for individuals, families, and communities.

Check out SAMHSA’s ""Tips For Social Distancing, Quarantine, And Isolation During An Infectious Disease Outbreak"" for use during this time

https://t.co/cRFHdHFjyh",1
2611,"Coronavirus Found In Semen: Can It Be Sexually Transmitted? via @forbes https://t.co/2kjTAidJPV 
#COVID19",1
2612,If you have an indoor pet(s).. I'm not eating ANYTHING from yo house. Period. https://t.co/37kwcjbs7E,1
2613,"Up to 50,000 Kids May Be Hospitalized With COVID  #digestive https://t.co/dv3HozabV6",1
2614,"I’ve been really quiet about this but considering the fact that COVID-19 cases are increasing here in Texas, I can not stress this enough but please just wear a mask if you plan on going out #WearADamnMask #WearAMask",1
2615,@dTweetOfBrahma But why do we need it? Don't we have enough money,1
2616,"Remdesivir now ‘standard of care’ for COVID-19, Fauci says https://t.co/mE7id75MZf",1
2617,"National Stockpile Almost Out of PPE
https://t.co/m152woYFfm.  This is what happens when you have lifelong criminals appointed to office by a hostile foreign country and people did nothing about it but be afraid.  Folks, this coronavirus party hasn't even gotten started.",1
2618,"As Services Resume, Our Hospitals Remain Safe: A Message from Cleveland Clinic CEO, President Tom Mihaljevic, M.D. – Cleveland Clinic Newsroom https://t.co/Es6VMvZ3Hy",1
2619,Un nouveau diagnostic d'IA peut prédire le COVID-19 sans test  #IA #AI #IntelligenceArtificielle New AI diagnostic can predict COVID-19 without testing - https://t.co/cSL08xvOgL via @neurosciencenew,1
2620,COVID-19 Vaccine Candidate Shows Promise in First Peer-Reviewed Research https://t.co/OtqOVgwyfI,1
2621,"False-negative COVID-19 test results may lead to false sense of security.

https://t.co/qNcPBHl79c",1
2622,"Now that cats and dogs are starting to test positive for Covid-19, the CDC has changed its guidelines to include pets in social distancing. But don’t panic: while you should avoid contact with your pet if you have… https://t.co/d4O4wQd9Db",1
2623,Study finds remdesivir effective against a key enzyme of coronavirus that causes COVID-19 https://t.co/yUjMwhMg4m,1
2624,.@paddycosgrave I'm hearing about a potential catastrophe in Dublin and probably likely in other cities.  Hundreds of foreign students unable to get access to doctors. Some already ill. Afraid to approach the authorities. Many living in shared housing with as many as 12-15/house,1
2625,"Yes, COVID-19 Is on the Rise: Here’s Why Social Distancing Is Still Key https://t.co/yBwE4LpJPZ via @healthline",1
2626,"Covid-19 Fact:

*Drinking alcohol does not protect you against Covid-19 and can be dangerous - WHO

@who @ncfnigeria @ncdc_gov @nigerialng #stayhome #staysafe #stayhealthy https://t.co/gDMSEpyN1a",1
2627,"@Hmmm43640828 @Ordinaryman13 @PieceOfPi552 @TonightVMTV @AodhanORiordain @conwaywalsh Yes, how could pensioners, widowers or single parent household afford €750 per year LPT in Dublin were there is no person working due to retirement, health or caring for children? All while living in the the most expensive city in the Euro zone &amp; 6th in Europe",1
2628,"Nowadays, it is not easy to get public housing and many people are put on waiting list which makes the number of people experiencing homelessness rise.",1
2629,"Numerous National Guard members deployed in Washington DC to deal with the massive protests over the death of African American George Floyd have tested positive for COVID-19, the military said on Tuesday. https://t.co/aJZWFLjH7M #Covid_19 #coronavirus https://t.co/4vyBAesBwN",1
2630,Coronavirus Has Killed Thousands at U.S. Nursing Homes https://t.co/kuTJipk4o3,1
2631,Hard-hit Maricopa County isn’t following CDC guidelines for COVID-19 contact tracing https://t.co/V6sk49qzRf,1
2632,"NYT: “The U.S., which leads the world in total confirmed cases and deaths, reported more than 45,000 new infections on Friday, according to a Times database. Before this week, the country’s largest daily total had been 36,738 on April 24.” https://t.co/nW83Brk168 https://t.co/VJaLL6Kbw5",1
2633,@nelsonchamisa Do not forget those who are working tirelessly to prevent the spread of the same. Environmental Health Practitioners are often forgotten yet they are doing well in detecting epidemics as well as controlling them. I feel all health practitioners must be recognised equally,1
2634,COVID-19 Crisis Exposes Resident Abuse https://t.co/pvj4fbDwae via @medscape,1
2635,GET READY!!!! Are you ready to celebrate Jesus?There shall be outbreak of blessings in your homes 🏠 this season in Jesus Name!!! BCAG Global Family!!! Get Ready!!!! #blessings #dance #celebrate #amen #worship… https://t.co/pvFQdLolwd,1
2636,"COVIDTracer 1.0 | CDC. 
Photo Credit: Global Diaspora News (www.GlobalD... https://t.co/VKD3mAqZnz",1
2637,"Cuddling Brings Two Minds Together, Study Reveals https://t.co/suhf79OQvT",1
2638,"#Coronavirus spreads quickly and sometimes before people have symptoms, study finds https://t.co/IUR1M4T4yQ",1
2639,Antiviral remdesivir prevents disease progression in monkeys with COVID-19: Study supports clinical testing under way across U.S. https://t.co/fE1lt5w3Ip,1
2640,"A fun and innovative way to help children to learn in a child-led, discovery learning setting which they can complete at home in a safe environment using the resources available to them at home. 

Register here: https://t.co/9gUQG5Umcv

@edcentretralee @CentreNavan @MonaghanEC https://t.co/bGU9lki4u0",1
2641,Get ready for the 'Novel Economy' and recovering from COVID-19 fallout | ZDNet https://t.co/vB50i5rN4x,1
2642,"COVID-19 and Angiotensin Drugs: Help or Harm? ""The expression of ACE2 is substantially increased in patients treated with ACE inhibitors and angiotensin II type-I receptor blockers (ARBs)"" https://t.co/fCOf5XAXX2 via @medscape @bron_everett @DellaManeze @MariaMares_1968",1
2643,"Most of the information we share, and perceive in social media this days are more deadlier than the COVID-19 itself. How would you say 5G is the one killing and nothing like CORONAvirus?😠 @LarryMinnah @AbdvlHerphyz @elgeotaofeeq @contentmints",1
2644,Les avions qui partiront de Genève après le confinement ! https://t.co/sX1sSh7Cek,1
2645,"WHO Health Alert brings COVID-19 facts to billions via WhatsApp

https://t.co/F6bjKHyBXi",1
2646,"COVID-19 Daily: Lung Ultrasound Triage, Telemedicine Guide

https://t.co/Tl9ve8IDwn

Sent using the Medscape App for Android™",1
2647,"Not the most gripping portion of the book, which finishes with two first-person appendices. On to the conclusion now ... #StrubReads",1
2648,"@HeidiRehm “To prevent patient harm &amp; ensure all patients benefit = from accurate &amp; reliable genetics &amp; genomics information, @TheACMG calls on... all laboratories to share their variant classification data.” Please include your support for #geneticcounselors HR3235 bill #GCchat",1
2649,@Sarah_PhishLife This is the worst I’ve felt from allergies in a long time....and then with every symptom it’s “is this really allergies or covid-19”?,1
2650,A Decade of Telemedicine Policy Has Advanced in Just 2 Weeks- finally smart on all fronts #glendasmith https://t.co/LMj0I603gc,1
2651,"中国で1日の新規患者報告57人、無症状病原体保有者9人

中国・北京市が「非常時」宣言　新たに44人コロナ感染
https://t.co/HTuVfCDnEA

A cluster of COVID-19 in Beijing, People’s Republic of China
https://t.co/EQLnhcYRY5

https://t.co/RvVwhdMyet https://t.co/qAmKQ9s62t https://t.co/1W3N1fyDRi",1
2652,If you have or develop symptoms call the Health Unit at 1-800-660-5853 extension 2222 for a referral for a COVID-19 test.,1
2653,"Big shout out to the one and only @amcasari, so much of what is Nduzi was made possible my her support. @aniediudo has done so much for me and I can't start thanking him enough for his advice and guidance. My mentor in community building in Jesus name! 😂.",1
2654,About 35 000 Gauteng residents currently facing a waiting period of up to 11 days for their Covid-19 test results. https://t.co/5B29AdnEzL,1
2655,"Proud to be joining @MethodistHosp soon!
More Good News on Remdesivir's Power to Treat COVID-19 https://t.co/Pfhcay7Xwn",1
2656,Texas A&amp;M Study: Face Masks Critical In Preventing Spread Of COVID-19 - Texas A&amp;M Today #WearAMask #COVID19  https://t.co/UHxgffhw05,1
2657,Some COVID Patients Develop Guillain-Barre https://t.co/AINv9vvYgI from @WebMD,1
2658,New coronavirus stable for hours on surfaces https://t.co/gWpc2K2QtJ,1
2659,Tokyo opens robot hotels for Covid-19 patients with milder symptoms.@dawn_com,1
2660,Currently there is no evidence to support transmission of COVID-19 associated with food. Before preparing or eating food it is important to always wash your hands with soap and water for 20 seconds for general food safety https://t.co/oHHMRUVpFD,1
2661,Spectrum Charter/ Charter Communications company is horrific during COVID-19 disregarding social distancing and protocols.  Stamford CT office pressuring people that could work from home to go in. Employees with asthma for example. Terrible! #chartercommunications #spectrum,1
2662,"App, AI Work Together to Provide Rapid At-Home Assessment of Coronavirus Risk https://t.co/MU4meU9Gem https://t.co/6ZmPvGoxmh",1
2663,"Currently, only Japanese nationals can enter the country after foreign travel. However, legal permanent residents of Japan are refused entry upon returning from international travel. How can it be that tax-paying legal permanent residents  are discriminated against this way?",1
2664,Happy #NationalFinancialFreedomDay! Check out the Financial Empowerment Resource Library to start your journey to #FinancialFreedom. https://t.co/1cEt37EueL,1
2665,Low-Dose Radiation Therapy May Help COVID Patients  #digestive https://t.co/JTpTbLedgC,1
2666,"If you are sick or are caring for someone who is sick, you can use the Coronavirus Self-Checker on the CDC’s Symptoms &amp; Testing page to help you make decisions about seeking appropriate medical care
https://t.co/HTZ8AAAkar",1
2667,"@MarkLevineNYC Listen up #NYC. When you congregate on the street, you make #SocialDistancing hard for me. When I'm walking my dogs on a quiet side street, please don't pass me by (especially in group) too close. I have a right to stay safe while walking dogs or running essential errands. https://t.co/ygHVuQkrHO",1
2668,"It is essential for Britons to follow the new coronavirus restrictions and to stay at home to help in the fight against COVID-19. Please refer to the image to know when you are allowed to leave the house. 

🌐 https://t.co/IEJNIxs7mP

#coronavirusuk #COVID19 https://t.co/RNNDAuvty5",1
2669,"What is COVID-19?
What are the symptoms of COVID-19
How does it spread?
How can we protect ourselves from it?
What is the difference between self-isolation, self-quarantine and social distancing?

There has been much… https://t.co/1V8AacdPsA",1
2670,A DANGER: Hydroxychloroquine: Possible COVID Drug Can Be Toxic to Retinas https://t.co/ITmtzFXWd1 via @medscape,1
2671,"@CDCgov Everyday Steps and Extra Steps When Someone Is Sick

How to clean and disinfect 
https://t.co/Bi1Xs9DoaB",1
2672,COVID-19 'Infodemic': Researchers Step Up to Stop the Spread https://t.co/KUBYQ0BVAS,1
2673,"As countries across the globe instituted lockdown measures to reduce the spread of #COVID19, it caused a major disruption on all organizations, including #banks and #insurers. @BDO_USA's Insight explores how COVID-19 has affected market valuations: https://t.co/s8XR0bceFQ https://t.co/2Dw92PQi5N",1
2674,"Coronavirus Disease 2019 (COVID-19) - Recommended Precautions for Preventing Spread of COVID-19 in Election Polling Station Locations, including Cleaning and Disinfection https://t.co/cIN8tkj27i via @CDCgov",1
2675,"The other side of COVID-19: Milder cases, healthy recovery @sciencemagazine https://t.co/hs3KiDovxm",1
2676,"AHS VP Dr. Mark Joffe says Alberta has a 3-4 month supply of most personal protective equipment required by frontline healthcare workers. The province is also sourcing additional supplies “should they be needed.”

“We do have sufficient supplies on hand.”

#COVID19 #COVID19AB",1
2677,"To prevent the spread of #coronavirus in nursing homes, @CMSGov says it's essential that facilities adhere to federal health &amp; safety regulations, such as proper hand-washing techniques &amp; wearing masks, gowns &amp; gloves when caring for symptomatic patients. https://t.co/8T2zreMWxu",1
2678,FDA Warns Against Malaria Drugs to Treat COVID-19 https://t.co/EdBlwjMkjI,1
2679,"In a note from Ken my neighbor, the 4th anti-virus drug
is identified: ""Corona Virus Infections""-possible drug
'fix' 'Remdesivir'...Company 'Gilead.'""",1
2680,Our lab's health &amp; wellness digest for this week focuses on tips for running essential errands. Happy Friday! https://t.co/KwvJUfacui,1
2681,"@zaphirax @MSNBC Not really. When they start testing populations who aren’t showing symptoms, it shows that 60- 80% of people already have antibodies. Especially on the west coast.",1
2682,"There's Two Dangerous Virus In Nigeria.
1. Fake information of the Coronavirus.
2. Coronavirus (Covid-19) It's self.
Do not believe everything you see in SOCIAL MEDIA
#Support NCDC.
#SayNoToFakeNews
#StayHome &amp;StaySafe https://t.co/WOix2LxagE",1
2683,"If you have a little one who simply refuses to wear a #FaceMask, give this article a read for some tips. And, if possible, keep them at home while running essential errands. https://t.co/dWQRBlrLSB https://t.co/rxVzl2NycK",1
2684,"@SilentRunning61 Actually, at this point, people who buy and resell bull shit are #ComplicitCriminals  #1 action when you get back to work.  Head to Human Resources and ensure that not one penny is deducted from your pay check for State/Federal taxes.  Let the deluded handle the tax burden.",1
2685,Percentage of Visits for ILI by Age Group Reported by A Subset of ILINet Providers https://t.co/HoKzXenUVQ https://t.co/17PipHyCAY,1
2686,Reminder: @kysenatepres and @GovAndyBeshear prioritized $34 million for @RepHalRogers failed @KentuckyWired project &amp; @centertech over additional resources for public health. https://t.co/HTT2b66OMc https://t.co/wDHwJWxdQ8,1
2687,"Your perfect pet is a Norfolk Terrier who is crafty, jolly, and clever, and likes to guard its food from other animals.",1
2688,"ACE inhibitors and angiotensin receptor blockers may increase the risk of severe COVID-19, paper suggests https://t.co/hNEIc0BMkZ",1
2689,"@stickyfii @CleoEverest @fam_doc_kris @Amy_Siskind @TopherSpiro @ClaraJeffery @kinsa @maddow Keep in mind that the typical incubation period for influenza is &lt;48 hours, while early COVID-19 data show a median incubation period of 5.1 days.

[3/

[Citation: https://t.co/5vVfGzf41g]",1
2690,@SeaJayMaffris ? I think the statement made by Jason is more so new seasonal titles are going to be harder to come by since dubs have shut down due to COVID-19 pandemic going on rn. They likely have plans to pick up some new titles but they're going to have to rely on more marathons,1
2691,Detailed analysis of immune response to SARS-CoV-2 bodes well for COVID-19 vaccine https://t.co/0f4EcMpGmj,1
2692,"There is a rise in substance abuse in teenagers since this pandemic started. They are using drugs and alcohol as a coping mechanism to handle stress, lack of social activities, and the closing of colleges/universities.  
https://t.co/wEDzP2Ccug https://t.co/HjuOjtIbsK",1
2693,"@ChiromoLMC @WHO @GSNAfrica @LinosMuvhu @Gachee @Gladys_Gachanja @OmoloClaire @KPAkenya @patty_tamba_kay @Rev_Lackie @Mercy_Tecklah A6: 🇳🇬 i): Healthcare workers are frontliners in this battle. Health care workers are the first persons that ill people see, and are at a higher risk of being infected. Already, several of them have tested positive for the virus and a number of health.... #MentalHealth4Africa",1
2694,"Selling r king bee for 7000 amc
Albino monkey for 8000amc 
 I can go first if you have 40 +proofs for legendary pets
#Adoptmetrades",1
2695,"International community rallies to support open research and science to fight COVID-19 - https://t.co/crkiCculHi
#cardboardbiscuits",1
2696,When will there be a Cure for #COVID19? An ER Doctor in Seattle answers questions about the COVID-19 outbreak. Visit https://t.co/ey65SgaaEP for resources and more responses from Dr. Sullivan. https://t.co/zIFEYVxfcZ,1
2697,"Common coronaviruses are highly seasonal, with most cases peaking in winter months https://t.co/S23Bd9JoE9",1
2698,@InsomHS Please know associates can wear masks or gloves if they choose to do so. Please remember that these items are in critically low supply and are not recommended by the CDC unless you are a healthcare worker or caring for someone who is sick.,1
2699,COVID-19 Can Start With Neurological Symptoms https://t.co/3gSsS0t2xJ from @WebMD,1
2700,NIAID strategic plan details COVID-19 research priorities https://t.co/I359oCXLHJ,1
2701,COMMENTARY: COVID-Positive: A Physician's Diary https://t.co/o7CA9mAedv,1
2702,appendix - appendices,1
2703,"learn, earn &amp; grow: flipping, property investing, financial resources &amp; more",1
2704,Think it's too late in the game to pick up a new language? Think again! Our latest #CJELifeNOTES digital digest explores the benefits of exploring a new language and culture: https://t.co/rmIpvIBnNj #olderadults #aging #learning #lifelonglearning #languages https://t.co/5WaTKGsQ1V,1
2705,@PFreihofner @trharder @DLeonhardt And I think that masks do not bring R0 below 1.0 for possibly the same reasons stay at home orders do not: they apply to the least susceptible people and situations but are not so protective of the most susceptible people and situations.,1
2706,"Retirement Communities and Independent Living. 
Photo Credit: Global Diaspora News (www.GlobalD... https://t.co/1bz0ZQgAjC",1
2707,Groups at Higher Risk for Severe Illness #COVID19Colorado https://t.co/YLfkEGwOcf,1
2708,"Q: How are #COVID19 &amp; influenza viruses similar? 

#coronavirus #Corona #CoronaVirusUpdate #CoronavirusOutbreak https://t.co/FLXaK64BG0",1
2709,There's a lot to think about when preparing communication on behalf of your charity or #nonprofit - more so during COVID-19. Check out this resource for some helpful tips! https://t.co/ZfQEoZBqCC https://t.co/j8MUFpEPYc,1
2710,#Blood Pressure Medicines Don’t Increase COVID-19 Risk now trending on Monkey Viral - https://t.co/mag4yrJLCX,1
2711,"The CDC advises the use of simple cloth face coverings to slow the spread of COVID-19 and help people who may have the virus and do not know it from transmitting it to others. When you go out on essential trips, follow these “do’s”. See https://t.co/fbh0eqGwR6. https://t.co/SOblDnKwYj",1
2712,"George Floyd Tested Positive for COVID-19: Autopsy https://t.co/O8njVDPjrr
 
Download The Epoch Times app to see our exclusive CCP virus coverage and daily updates:https://t.co/i79StTOoxq",1
